shipment_id,origin,destination,delay_days
SHP01002,Japan,USA,30
SHP01003,USA,Germany,10
SHP01004,China,China,17
SHP01005,China,China,22
SHP01006,India,USA,25
SHP01007,India,India,8
SHP01008,China,USA,19
SHP01009,India,USA,19
SHP01010,Germany,USA,25
SHP01011,Germany,India,5
SHP01012,Japan,Germany,6
SHP01013,Germany,Germany,13
SHP01014,China,China,5
SHP01015,Germany,Germany,29
SHP01016,Japan,USA,18
SHP01017,Japan,China,16
SHP01018,USA,Japan,18
SHP01019,India,China,21
SHP01020,India,Japan,18
SHP01021,Japan,China,27
SHP01022,China,USA,30
SHP01023,Germany,USA,10
SHP01024,USA,Japan,9
SHP01025,Japan,India,18
SHP01026,China,China,6
SHP01027,Japan,Germany,25
SHP01028,USA,USA,9
SHP01029,Germany,India,29
SHP01030,Germany,USA,7
SHP01031,China,China,20
SHP01032,China,China,24
SHP01033,USA,USA,5
SHP01034,Japan,Germany,22
SHP01035,India,Japan,29
SHP01036,China,USA,15
SHP01037,China,Germany,24
SHP01038,Germany,Japan,12
SHP01039,Japan,China,2
SHP01040,Japan,China,18
SHP01041,Germany,Germany,26
SHP01042,China,China,24
SHP01043,China,China,5
SHP01044,USA,USA,0
SHP01045,Japan,Germany,3
SHP01046,China,USA,18
SHP01047,India,China,10
SHP01048,China,Germany,27
SHP01049,Japan,Germany,3
SHP01050,USA,India,8
SHP01051,Germany,China,25
SHP01052,Germany,India,28
SHP01053,Japan,Germany,23
SHP01054,Japan,India,3
SHP01055,Germany,China,0
SHP01056,India,India,22
SHP01057,Japan,USA,20
SHP01058,China,China,20
SHP01059,China,Germany,19
SHP01060,Germany,Japan,0
SHP01061,Japan,China,5
SHP01062,China,Japan,8
SHP01063,Germany,India,5
SHP01064,India,China,1
SHP01065,China,Germany,3
SHP01066,China,China,0
SHP01067,India,China,2
SHP01068,Japan,China,28
SHP01069,Germany,Germany,5
SHP01070,Germany,USA,1
SHP01071,China,Japan,0
SHP01072,Germany,Germany,13
SHP01073,India,Japan,25
SHP01074,China,China,26
SHP01075,India,Germany,12
SHP01076,Germany,USA,18
SHP01077,India,India,13
SHP01078,India,USA,11
SHP01079,China,China,29
SHP01080,India,China,11
SHP01081,China,Japan,0
SHP01082,China,Germany,15
SHP01083,Japan,USA,15
SHP01084,Japan,Germany,18
SHP01085,USA,Japan,18
SHP01086,Japan,Germany,30
SHP01087,China,USA,14
SHP01088,China,Germany,4
SHP01089,USA,China,5
SHP01090,Germany,India,4
SHP01091,Japan,China,25
SHP01092,China,China,14
SHP01093,Germany,Japan,20
SHP01094,Germany,China,27
SHP01095,India,USA,27
SHP01096,Germany,Germany,27
SHP01097,India,USA,24
SHP01098,USA,Japan,16
SHP01099,Japan,Japan,23
SHP01100,Germany,China,21
SHP01101,China,China,14
SHP01102,Japan,Germany,29
SHP01103,China,USA,1
SHP01104,USA,China,19
SHP01105,China,India,28
SHP01106,USA,China,23
SHP01107,India,Japan,21
SHP01108,Japan,Japan,12
SHP01109,Germany,India,20
SHP01110,Germany,Germany,25
SHP01111,Germany,Japan,9
SHP01112,Germany,Japan,5
SHP01113,Japan,China,12
SHP01114,Germany,China,11
SHP01115,Japan,USA,14
SHP01116,USA,China,3
SHP01117,Germany,India,23
SHP01118,USA,Germany,18
SHP01119,USA,China,20
SHP01120,India,Germany,4
SHP01121,Japan,China,8
SHP01122,USA,Japan,26
SHP01123,Japan,China,15
SHP01124,China,India,7
SHP01125,USA,USA,1
SHP01126,China,USA,24
SHP01127,Germany,USA,1
SHP01128,India,China,25
SHP01129,India,India,22
SHP01130,India,China,14
SHP01131,China,USA,29
SHP01132,Germany,China,23
SHP01133,USA,China,28
SHP01134,Germany,India,19
SHP01135,Germany,USA,26
SHP01136,Japan,China,25
SHP01137,Germany,USA,22
SHP01138,USA,India,29
SHP01139,China,Germany,7
SHP01140,India,Japan,6
SHP01141,India,USA,12
SHP01142,India,Japan,4
SHP01143,Japan,China,23
SHP01144,China,USA,4
SHP01145,Germany,Germany,29
SHP01146,Japan,Germany,9
SHP01147,China,Japan,12
SHP01148,Japan,Germany,17
SHP01149,India,Germany,23
SHP01150,USA,Germany,15
SHP01151,Germany,China,18
SHP01152,Germany,USA,22
SHP01153,China,China,12
SHP01154,India,China,5
SHP01155,China,Germany,22
SHP01156,Japan,India,5
SHP01157,India,USA,17
SHP01158,USA,Germany,23
SHP01159,Germany,Germany,2
SHP01160,USA,India,15
SHP01161,Japan,Germany,3
SHP01162,Germany,India,26
SHP01163,USA,Japan,0
SHP01164,USA,USA,16
SHP01165,India,China,2
SHP01166,Japan,India,6
SHP01167,USA,Japan,9
SHP01168,China,USA,0
SHP01169,India,Japan,21
SHP01170,China,Germany,17
SHP01171,Germany,USA,8
SHP01172,Japan,USA,17
SHP01173,Japan,Germany,21
SHP01174,India,Japan,5
SHP01175,USA,India,24
SHP01176,Germany,Germany,11
SHP01177,India,India,29
SHP01178,India,Japan,28
SHP01179,India,Japan,18
SHP01180,Japan,India,21
SHP01181,USA,India,24
SHP01182,USA,Germany,25
SHP01183,USA,USA,29
SHP01184,China,Japan,0
SHP01185,India,India,7
SHP01186,USA,China,11
SHP01187,Germany,India,19
SHP01188,USA,Japan,29
SHP01189,China,USA,27
SHP01190,India,USA,29
SHP01191,USA,Germany,5
SHP01192,China,China,2
SHP01193,USA,Germany,1
SHP01194,Japan,Germany,28
SHP01195,China,Japan,11
SHP01196,Germany,India,20
SHP01197,India,China,17
SHP01198,USA,USA,9
SHP01199,Japan,USA,13
SHP01200,Japan,Japan,9
SHP01201,China,Japan,0
SHP01202,USA,Germany,1
SHP01203,China,Germany,4
SHP01204,USA,India,11
SHP01205,Japan,Germany,19
SHP01206,China,China,2
SHP01207,China,China,25
SHP01208,Japan,USA,2
SHP01209,USA,USA,11
SHP01210,Germany,Germany,6
SHP01211,USA,Japan,1
SHP01212,Germany,Japan,5
SHP01213,Japan,Japan,2
SHP01214,USA,India,29
SHP01215,China,India,29
SHP01216,USA,India,29
SHP01217,USA,Japan,15
SHP01218,India,China,10
SHP01219,USA,China,13
SHP01220,Germany,USA,15
SHP01221,USA,USA,30
SHP01222,India,Germany,15
SHP01223,USA,Japan,1
SHP01224,Germany,China,10
SHP01225,China,Germany,29
SHP01226,Germany,Germany,29
SHP01227,China,USA,28
SHP01228,Japan,Germany,8
SHP01229,China,Germany,25
SHP01230,Germany,India,17
SHP01231,China,India,13
SHP01232,India,Japan,22
SHP01233,Germany,USA,21
SHP01234,Japan,Japan,3
SHP01235,India,China,13
SHP01236,Germany,Japan,14
SHP01237,USA,China,4
SHP01238,Japan,China,3
SHP01239,Germany,India,13
SHP01240,China,Japan,6
SHP01241,USA,Japan,12
SHP01242,Japan,Germany,6
SHP01243,Germany,Germany,5
SHP01244,Germany,India,30
SHP01245,Germany,Japan,25
SHP01246,India,India,3
SHP01247,Germany,USA,8
SHP01248,USA,China,19
SHP01249,India,Japan,24
SHP01250,China,USA,30
SHP01251,Germany,China,21
SHP01252,China,Japan,29
SHP01253,USA,China,23
SHP01254,Germany,India,3
SHP01255,Germany,USA,17
SHP01256,China,Germany,23
SHP01257,China,USA,7
SHP01258,USA,Japan,17
SHP01259,USA,Germany,2
SHP01260,Japan,Japan,18
SHP01261,India,India,2
SHP01262,India,Japan,2
SHP01263,USA,China,16
SHP01264,China,USA,9
SHP01265,Japan,USA,11
SHP01266,Germany,India,13
SHP01267,India,Germany,9
SHP01268,USA,India,23
SHP01269,India,Germany,17
SHP01270,Germany,India,28
SHP01271,Germany,Germany,30
SHP01272,Japan,China,28
SHP01273,Japan,China,15
SHP01274,India,USA,26
SHP01275,Japan,China,26
SHP01276,China,Germany,24
SHP01277,Germany,USA,6
SHP01278,China,India,24
SHP01279,USA,India,15
SHP01280,China,China,7
SHP01281,China,USA,1
SHP01282,Germany,India,0
SHP01283,India,USA,23
SHP01284,USA,Germany,20
SHP01285,Germany,Japan,18
SHP01286,India,Japan,8
SHP01287,USA,Japan,0
SHP01288,Germany,China,21
SHP01289,India,Japan,28
SHP01290,Japan,Germany,17
SHP01291,India,Japan,24
SHP01292,China,India,24
SHP01293,USA,China,20
SHP01294,China,Germany,25
SHP01295,India,China,30
SHP01296,China,India,20
SHP01297,Japan,Germany,17
SHP01298,Germany,China,24
SHP01299,China,USA,26
SHP01300,USA,Japan,30
SHP01301,Japan,USA,12
SHP01302,USA,Japan,25
SHP01303,USA,India,8
SHP01304,India,India,5
SHP01305,China,India,25
SHP01306,India,Germany,8
SHP01307,Japan,China,27
SHP01308,Japan,USA,29
SHP01309,Germany,China,15
SHP01310,China,Japan,26
SHP01311,China,India,3
SHP01312,China,China,26
SHP01313,USA,USA,9
SHP01314,India,India,1
SHP01315,USA,China,22
SHP01316,China,India,6
SHP01317,USA,India,7
SHP01318,Japan,USA,23
SHP01319,India,Germany,0
SHP01320,Japan,Germany,19
SHP01321,China,India,16
SHP01322,India,Germany,22
SHP01323,Japan,USA,16
SHP01324,Japan,Germany,3
SHP01325,Japan,India,29
SHP01326,China,Japan,21
SHP01327,China,USA,1
SHP01328,Japan,China,26
SHP01329,USA,Germany,20
SHP01330,Germany,USA,25
SHP01331,USA,China,21
SHP01332,India,India,29
SHP01333,Japan,USA,10
SHP01334,Japan,USA,2
SHP01335,India,Japan,28
SHP01336,Japan,China,9
SHP01337,China,Germany,10
SHP01338,USA,India,21
SHP01339,Germany,Germany,30
SHP01340,Germany,Germany,4
SHP01341,Japan,India,11
SHP01342,Germany,China,28
SHP01343,Japan,India,24
SHP01344,India,Germany,22
SHP01345,India,USA,9
SHP01346,Japan,India,7
SHP01347,Germany,USA,24
SHP01348,India,China,26
SHP01349,Germany,USA,10
SHP01350,China,Japan,28
SHP01351,Germany,India,15
SHP01352,Germany,India,26
SHP01353,India,Japan,9
SHP01354,USA,China,23
SHP01355,Japan,Germany,20
SHP01356,USA,India,19
SHP01357,Japan,USA,2
SHP01358,Germany,India,7
SHP01359,USA,Germany,18
SHP01360,Germany,India,23
SHP01361,India,China,30
SHP01362,China,China,11
SHP01363,USA,USA,9
SHP01364,Japan,Japan,19
SHP01365,USA,Germany,10
SHP01366,Japan,Germany,21
SHP01367,USA,India,16
SHP01368,Germany,USA,24
SHP01369,Japan,USA,1
SHP01370,India,Germany,17
SHP01371,China,India,28
SHP01372,Germany,Japan,16
SHP01373,China,Japan,14
SHP01374,USA,USA,2
SHP01375,China,Germany,24
SHP01376,India,USA,10
SHP01377,Japan,Germany,30
SHP01378,USA,Japan,24
SHP01379,USA,India,24
SHP01380,Japan,Germany,27
SHP01381,Japan,China,19
SHP01382,Japan,Japan,13
SHP01383,USA,Germany,30
SHP01384,China,China,27
SHP01385,Germany,Germany,1
SHP01386,India,Germany,9
SHP01387,Japan,Japan,16
SHP01388,Germany,Japan,26
SHP01389,China,China,29
SHP01390,China,Japan,16
SHP01391,China,Japan,15
SHP01392,Japan,USA,28
SHP01393,China,Japan,4
SHP01394,Japan,Germany,28
SHP01395,USA,India,18
SHP01396,Japan,Japan,17
SHP01397,Germany,USA,1
SHP01398,USA,Japan,7
SHP01399,India,India,13
SHP01400,China,Japan,2
SHP01401,China,Germany,8
SHP01402,USA,India,0
SHP01403,China,Japan,24
SHP01404,China,USA,23
SHP01405,Japan,USA,18
SHP01406,Japan,India,7
SHP01407,USA,India,29
SHP01408,Japan,USA,7
SHP01409,Japan,Japan,28
SHP01410,Japan,Germany,23
SHP01411,Japan,Germany,18
SHP01412,China,Japan,25
SHP01413,USA,Japan,0
SHP01414,USA,India,17
SHP01415,Germany,India,24
SHP01416,China,USA,0
SHP01417,China,USA,21
SHP01418,Germany,Germany,30
SHP01419,India,China,20
SHP01420,China,USA,4
SHP01421,Japan,China,0
SHP01422,Germany,Germany,20
SHP01423,India,China,17
SHP01424,USA,China,5
SHP01425,Japan,Japan,3
SHP01426,India,China,25
SHP01427,Germany,Japan,5
SHP01428,Japan,Japan,13
SHP01429,India,Germany,5
SHP01430,USA,USA,6
SHP01431,China,China,10
SHP01432,USA,China,16
SHP01433,Japan,China,16
SHP01434,China,USA,30
SHP01435,USA,China,8
SHP01436,Japan,Japan,20
SHP01437,Japan,USA,29
SHP01438,Japan,USA,25
SHP01439,USA,China,20
SHP01440,USA,Germany,12
SHP01441,Germany,USA,24
SHP01442,Japan,China,0
SHP01443,Japan,India,11
SHP01444,India,Germany,23
SHP01445,China,India,5
SHP01446,China,Japan,5
SHP01447,USA,China,16
SHP01448,India,USA,30
SHP01449,Germany,India,29
SHP01450,Japan,USA,29
SHP01451,USA,China,1
SHP01452,USA,USA,11
SHP01453,India,USA,12
SHP01454,USA,Japan,15
SHP01455,China,USA,12
SHP01456,China,Japan,5
SHP01457,China,India,21
SHP01458,India,Germany,19
SHP01459,China,China,9
SHP01460,Japan,USA,6
SHP01461,Germany,China,3
SHP01462,India,India,1
SHP01463,China,India,27
SHP01464,Japan,China,11
SHP01465,China,Germany,3
SHP01466,China,Germany,13
SHP01467,China,China,15
SHP01468,Germany,USA,26
SHP01469,China,India,17
SHP01470,China,China,3
SHP01471,China,USA,28
SHP01472,Japan,China,2
SHP01473,China,Germany,25
SHP01474,Germany,Germany,14
SHP01475,Germany,Germany,20
SHP01476,India,Japan,24
SHP01477,USA,China,11
SHP01478,Germany,Germany,18
SHP01479,China,USA,14
SHP01480,USA,Germany,10
SHP01481,USA,USA,15
SHP01482,USA,USA,18
SHP01483,China,Germany,22
SHP01484,Japan,USA,16
SHP01485,Germany,Germany,11
SHP01486,China,USA,27
SHP01487,Japan,Germany,13
SHP01488,USA,USA,7
SHP01489,Germany,Germany,9
SHP01490,India,USA,13
SHP01491,Japan,Japan,22
SHP01492,Germany,India,20
SHP01493,USA,USA,13
SHP01494,China,India,28
SHP01495,Germany,India,11
SHP01496,Germany,USA,5
SHP01497,USA,USA,20
SHP01498,Germany,China,24
SHP01499,India,Germany,9
SHP01500,USA,India,17
SHP01501,India,China,16
SHP01502,China,India,1
SHP01503,Germany,Japan,6
SHP01504,India,China,30
SHP01505,China,Germany,15
SHP01506,China,Japan,5
SHP01507,USA,USA,6
SHP01508,USA,China,7
SHP01509,Germany,Japan,24
SHP01510,Japan,Japan,5
SHP01511,Germany,India,30
SHP01512,India,China,18
SHP01513,India,Japan,7
SHP01514,USA,Germany,26
SHP01515,Germany,USA,15
SHP01516,China,India,1
SHP01517,USA,China,28
SHP01518,Japan,India,13
SHP01519,USA,China,23
SHP01520,Japan,China,19
SHP01521,India,Germany,12
SHP01522,Germany,India,1
SHP01523,India,Germany,28
SHP01524,China,China,7
SHP01525,Japan,USA,18
SHP01526,USA,Germany,27
SHP01527,Germany,Germany,18
SHP01528,USA,China,20
SHP01529,China,Germany,23
SHP01530,India,Japan,23
SHP01531,Germany,China,22
SHP01532,Germany,China,27
SHP01533,Japan,USA,10
SHP01534,India,Germany,8
SHP01535,China,China,30
SHP01536,China,USA,23
SHP01537,USA,China,11
SHP01538,Germany,China,12
SHP01539,India,Japan,26
SHP01540,China,China,24
SHP01541,China,USA,16
SHP01542,Japan,Japan,26
SHP01543,India,Germany,15
SHP01544,Japan,China,16
SHP01545,China,India,26
SHP01546,USA,USA,6
SHP01547,Germany,China,19
SHP01548,USA,India,22
SHP01549,India,China,28
SHP01550,Germany,India,2
SHP01551,China,India,15
SHP01552,Germany,USA,16
SHP01553,China,Japan,13
SHP01554,Japan,Germany,29
SHP01555,USA,USA,3
SHP01556,USA,China,1
SHP01557,Germany,India,17
SHP01558,USA,USA,18
SHP01559,USA,Japan,28
SHP01560,USA,China,19
SHP01561,China,USA,27
SHP01562,Japan,Germany,15
SHP01563,Germany,China,28
SHP01564,China,China,29
SHP01565,India,India,26
SHP01566,China,Germany,17
SHP01567,Japan,Germany,19
SHP01568,India,USA,14
SHP01569,China,India,29
SHP01570,India,Japan,12
SHP01571,Japan,China,2
SHP01572,China,USA,17
SHP01573,India,USA,4
SHP01574,India,USA,28
SHP01575,India,India,26
SHP01576,India,India,10
SHP01577,Japan,India,19
SHP01578,India,USA,24
SHP01579,China,China,23
SHP01580,China,USA,18
SHP01581,China,Japan,3
SHP01582,Germany,Japan,28
SHP01583,Japan,Japan,11
SHP01584,China,USA,16
SHP01585,USA,India,16
SHP01586,USA,China,1
SHP01587,China,Germany,18
SHP01588,Japan,India,8
SHP01589,China,USA,12
SHP01590,India,India,22
SHP01591,Japan,India,2
SHP01592,India,USA,19
SHP01593,China,Japan,23
SHP01594,China,China,7
SHP01595,India,Japan,22
SHP01596,India,China,4
SHP01597,Japan,Japan,8
SHP01598,USA,India,2
SHP01599,USA,Germany,22
SHP01600,Japan,Germany,30
SHP01601,Germany,China,17
SHP01602,USA,Japan,11
SHP01603,China,Germany,11
SHP01604,India,India,9
SHP01605,China,China,0
SHP01606,Germany,Germany,25
SHP01607,India,China,9
SHP01608,China,India,30
SHP01609,India,USA,16
SHP01610,Germany,India,18
SHP01611,USA,China,20
SHP01612,Germany,Japan,15
SHP01613,USA,USA,8
SHP01614,China,India,19
SHP01615,USA,USA,20
SHP01616,India,Japan,18
SHP01617,India,Japan,0
SHP01618,USA,India,11
SHP01619,India,Japan,28
SHP01620,China,Japan,30
SHP01621,Japan,Japan,13
SHP01622,Japan,Germany,17
SHP01623,India,USA,24
SHP01624,China,Germany,25
SHP01625,China,USA,14
SHP01626,China,India,19
SHP01627,USA,China,9
SHP01628,Japan,China,4
SHP01629,Germany,China,1
SHP01630,India,China,10
SHP01631,Japan,China,14
SHP01632,Japan,Japan,29
SHP01633,Germany,Germany,25
SHP01634,China,Japan,1
SHP01635,Germany,Germany,28
SHP01636,USA,India,14
SHP01637,Germany,Japan,17
SHP01638,USA,USA,25
SHP01639,USA,India,24
SHP01640,Japan,India,8
SHP01641,Japan,Germany,9
SHP01642,India,India,14
SHP01643,India,India,18
SHP01644,India,China,11
SHP01645,USA,China,22
SHP01646,India,China,16
SHP01647,Germany,Japan,6
SHP01648,India,China,11
SHP01649,China,Germany,0
SHP01650,Japan,India,0
SHP01651,Germany,China,13
SHP01652,China,USA,24
SHP01653,India,Japan,14
SHP01654,India,Japan,11
SHP01655,USA,Japan,11
SHP01656,Japan,India,1
SHP01657,USA,India,15
SHP01658,India,China,29
SHP01659,China,USA,4
SHP01660,Japan,India,30
SHP01661,China,Germany,2
SHP01662,China,China,24
SHP01663,Germany,USA,21
SHP01664,India,Japan,23
SHP01665,India,USA,7
SHP01666,China,Japan,24
SHP01667,India,Germany,21
SHP01668,India,USA,25
SHP01669,USA,USA,7
SHP01670,USA,India,29
SHP01671,Japan,Germany,6
SHP01672,Germany,USA,16
SHP01673,China,India,21
SHP01674,Germany,China,13
SHP01675,Germany,China,16
SHP01676,Germany,India,10
SHP01677,India,Japan,5
SHP01678,China,India,2
SHP01679,Japan,Japan,23
SHP01680,India,Japan,29
SHP01681,USA,USA,26
SHP01682,Germany,Japan,29
SHP01683,Japan,Japan,18
SHP01684,India,Germany,26
SHP01685,Germany,Japan,30
SHP01686,USA,China,17
SHP01687,Japan,USA,11
SHP01688,China,China,22
SHP01689,Germany,Japan,16
SHP01690,China,China,8
SHP01691,USA,India,29
SHP01692,USA,USA,3
SHP01693,India,Germany,14
SHP01694,Germany,China,22
SHP01695,India,USA,2
SHP01696,Japan,Japan,30
SHP01697,Japan,India,29
SHP01698,Germany,Japan,4
SHP01699,Japan,USA,20
SHP01700,India,Germany,14
SHP01701,China,Japan,16
SHP01702,India,China,14
SHP01703,USA,China,8
SHP01704,India,USA,28
SHP01705,Japan,Japan,28
SHP01706,Japan,China,13
SHP01707,Japan,Japan,29
SHP01708,Germany,USA,2
SHP01709,Japan,Germany,21
SHP01710,Japan,India,29
SHP01711,USA,Japan,6
SHP01712,China,USA,13
SHP01713,Germany,China,18
SHP01714,China,USA,10
SHP01715,USA,Germany,4
SHP01716,China,Germany,6
SHP01717,Germany,Japan,12
SHP01718,China,Germany,21
SHP01719,China,Japan,10
SHP01720,USA,USA,7
SHP01721,Germany,Germany,0
SHP01722,India,USA,13
SHP01723,Germany,USA,20
SHP01724,Japan,USA,6
SHP01725,China,China,2
SHP01726,USA,USA,10
SHP01727,USA,USA,7
SHP01728,USA,USA,21
SHP01729,India,Germany,1
SHP01730,China,Japan,10
SHP01731,Germany,Japan,25
SHP01732,Germany,USA,24
SHP01733,USA,India,9
SHP01734,Japan,USA,19
SHP01735,Germany,Japan,18
SHP01736,USA,USA,30
SHP01737,USA,India,26
SHP01738,China,China,28
SHP01739,Japan,India,26
SHP01740,Germany,China,23
SHP01741,China,India,21
SHP01742,India,Japan,3
SHP01743,Japan,China,21
SHP01744,Japan,Japan,23
SHP01745,USA,India,17
SHP01746,USA,India,6
SHP01747,India,Germany,23
SHP01748,Germany,USA,15
SHP01749,India,USA,13
SHP01750,USA,Japan,1
SHP01751,India,India,12
SHP01752,Japan,Germany,27
SHP01753,China,Germany,21
SHP01754,Japan,USA,12
SHP01755,USA,China,25
SHP01756,Germany,India,5
SHP01757,Japan,China,25
SHP01758,USA,USA,7
SHP01759,Germany,USA,30
SHP01760,USA,Germany,21
SHP01761,USA,USA,8
SHP01762,India,China,29
SHP01763,India,Germany,18
SHP01764,USA,China,28
SHP01765,India,India,28
SHP01766,India,Germany,18
SHP01767,USA,Germany,9
SHP01768,USA,Germany,1
SHP01769,China,China,13
SHP01770,China,Germany,27
SHP01771,China,USA,2
SHP01772,Japan,Germany,10
SHP01773,Japan,India,0
SHP01774,China,USA,6
SHP01775,Germany,Germany,6
SHP01776,India,Japan,6
SHP01777,Japan,Japan,26
SHP01778,India,China,0
SHP01779,China,USA,6
SHP01780,China,China,9
SHP01781,Germany,Germany,12
SHP01782,Germany,USA,25
SHP01783,India,Germany,15
SHP01784,USA,USA,26
SHP01785,India,Germany,17
SHP01786,Japan,China,10
SHP01787,China,Germany,20
SHP01788,Germany,India,9
SHP01789,China,China,12
SHP01790,Germany,India,25
SHP01791,USA,India,21
SHP01792,India,Germany,24
SHP01793,USA,Japan,14
SHP01794,USA,Germany,29
SHP01795,India,China,23
SHP01796,USA,Japan,28
SHP01797,Germany,USA,13
SHP01798,USA,India,16
SHP01799,China,Germany,1
SHP01800,Japan,China,20
SHP01801,India,China,23
SHP01802,Germany,India,4
SHP01803,China,Japan,9
SHP01804,India,China,18
SHP01805,Japan,China,4
SHP01806,Germany,USA,6
SHP01807,Germany,China,11
SHP01808,Germany,China,4
SHP01809,China,Germany,6
SHP01810,India,USA,8
SHP01811,Germany,Germany,6
SHP01812,India,Japan,11
SHP01813,India,Japan,2
SHP01814,China,Japan,0
SHP01815,Japan,China,7
SHP01816,China,Germany,5
SHP01817,China,India,8
SHP01818,China,China,5
SHP01819,Japan,USA,24
SHP01820,USA,China,18
SHP01821,Japan,India,5
SHP01822,China,India,8
SHP01823,China,USA,13
SHP01824,Japan,USA,9
SHP01825,Germany,India,13
SHP01826,Japan,India,4
SHP01827,USA,Japan,23
SHP01828,Japan,Germany,1
SHP01829,USA,China,10
SHP01830,China,India,10
SHP01831,Japan,India,12
SHP01832,USA,Japan,24
SHP01833,India,USA,18
SHP01834,India,Japan,27
SHP01835,Japan,China,14
SHP01836,USA,Japan,19
SHP01837,China,India,0
SHP01838,USA,Japan,20
SHP01839,Germany,Germany,7
SHP01840,Japan,China,21
SHP01841,China,China,3
SHP01842,Germany,USA,8
SHP01843,China,USA,18
SHP01844,China,India,30
SHP01845,USA,China,11
SHP01846,Germany,Germany,27
SHP01847,India,USA,4
SHP01848,Germany,China,11
SHP01849,Japan,Japan,0
SHP01850,USA,China,12
SHP01851,Germany,India,3
SHP01852,China,USA,4
SHP01853,USA,Germany,17
SHP01854,Germany,India,10
SHP01855,India,Germany,23
SHP01856,India,Japan,19
SHP01857,Germany,India,11
SHP01858,Japan,Germany,22
SHP01859,Japan,China,8
SHP01860,India,Germany,25
SHP01861,Japan,USA,20
SHP01862,China,India,10
SHP01863,Germany,Japan,25
SHP01864,USA,India,9
SHP01865,Japan,USA,11
SHP01866,USA,USA,30
SHP01867,China,Germany,6
SHP01868,USA,Germany,30
SHP01869,Japan,Japan,27
SHP01870,India,Germany,5
SHP01871,China,China,13
SHP01872,Japan,China,8
SHP01873,China,USA,27
SHP01874,Germany,India,6
SHP01875,China,India,12
SHP01876,China,Japan,18
SHP01877,Germany,India,17
SHP01878,Germany,USA,23
SHP01879,Japan,Japan,22
SHP01880,India,China,4
SHP01881,India,USA,22
SHP01882,India,Germany,30
SHP01883,Japan,India,30
SHP01884,USA,India,3
SHP01885,Japan,Germany,0
SHP01886,USA,Japan,28
SHP01887,USA,India,24
SHP01888,Japan,USA,26
SHP01889,Germany,Japan,17
SHP01890,India,Germany,20
SHP01891,Germany,Japan,18
SHP01892,USA,China,22
SHP01893,USA,Germany,13
SHP01894,USA,Germany,14
SHP01895,China,China,22
SHP01896,Germany,China,25
SHP01897,Japan,Germany,18
SHP01898,India,USA,0
SHP01899,India,China,13
SHP01900,Germany,China,19
SHP01901,India,Japan,1
SHP01902,Germany,India,9
SHP01903,China,China,18
SHP01904,India,China,26
SHP01905,India,Germany,21
SHP01906,India,USA,21
SHP01907,India,Germany,24
SHP01908,China,India,12
SHP01909,USA,Japan,6
SHP01910,USA,China,9
SHP01911,Germany,Germany,0
SHP01912,Japan,China,4
SHP01913,China,Germany,11
SHP01914,China,USA,7
SHP01915,Japan,India,8
SHP01916,Germany,Japan,29
SHP01917,India,China,11
SHP01918,India,USA,4
SHP01919,Germany,USA,8
SHP01920,Germany,Japan,25
SHP01921,USA,Germany,22
SHP01922,China,China,25
SHP01923,China,Germany,5
SHP01924,India,Japan,7
SHP01925,China,Japan,27
SHP01926,Japan,Germany,0
SHP01927,China,India,8
SHP01928,Japan,China,28
SHP01929,China,Japan,25
SHP01930,Germany,China,16
SHP01931,India,India,9
SHP01932,India,Japan,23
SHP01933,USA,Germany,8
SHP01934,China,India,29
SHP01935,USA,Japan,7
SHP01936,India,China,5
SHP01937,USA,Germany,28
SHP01938,Japan,China,26
SHP01939,Japan,Germany,12
SHP01940,Japan,India,28
SHP01941,China,India,10
SHP01942,USA,Germany,25
SHP01943,India,India,9
SHP01944,China,USA,20
SHP01945,China,India,19
SHP01946,China,Japan,0
SHP01947,Germany,USA,23
SHP01948,India,India,11
SHP01949,India,USA,14
SHP01950,Japan,India,9
SHP01951,Germany,China,8
SHP01952,India,USA,6
SHP01953,Japan,Japan,20
SHP01954,Germany,Germany,24
SHP01955,China,Japan,29
SHP01956,USA,China,26
SHP01957,Japan,USA,22
SHP01958,Germany,Japan,5
SHP01959,India,Germany,9
SHP01960,Germany,USA,19
SHP01961,Japan,India,8
SHP01962,Japan,China,17
SHP01963,China,China,6
SHP01964,Japan,India,11
SHP01965,Japan,China,30
SHP01966,Japan,Germany,25
SHP01967,Germany,USA,2
SHP01968,China,China,29
SHP01969,Germany,Germany,9
SHP01970,India,Japan,24
SHP01971,Germany,Japan,12
SHP01972,India,Japan,6
SHP01973,China,China,29
SHP01974,China,USA,25
SHP01975,USA,China,11
SHP01976,India,Japan,14
SHP01977,Japan,China,21
SHP01978,Germany,USA,28
SHP01979,Japan,China,19
SHP01980,India,India,6
SHP01981,Japan,USA,19
SHP01982,Japan,China,17
SHP01983,Germany,USA,1
SHP01984,India,Germany,29
SHP01985,India,USA,17
SHP01986,Japan,Japan,8
SHP01987,Japan,Japan,3
SHP01988,India,China,20
SHP01989,China,China,0
SHP01990,USA,India,8
SHP01991,China,China,14
SHP01992,Japan,China,5
SHP01993,Japan,Japan,11
SHP01994,USA,USA,18
SHP01995,Germany,Germany,0
SHP01996,USA,China,29
SHP01997,Germany,USA,10
SHP01998,USA,India,6
SHP01999,Germany,India,23
SHP02000,India,Japan,13
SHP02001,China,India,28
SHP02002,China,Germany,28
