supplier_id,name,country,risk_score
SUP01259,Patel-Cook,India,54
SUP01260,Diaz-Bowman,Germany,7
SUP01261,Johnson-Klein,UK,53
SUP01262,Turner-Avila,UK,4
SUP01263,Raymond Inc,China,92
SUP01264,"Colon, Smith and Humphrey",Singapore,93
SUP01265,Cox-Walker,UK,37
SUP01266,Ball Ltd,India,15
SUP01267,Marquez-Martin,China,55
SUP01268,Bowman-Wise,Japan,63
SUP01269,"Stout, Sanders and Huynh",Singapore,33
SUP01270,"Ross, Garner and Williams",India,80
SUP01271,Davis Ltd,China,79
SUP01272,Robertson-Kim,UK,100
SUP01273,Rivers Group,Germany,78
SUP01274,Stewart-Santiago,China,87
SUP01275,Vasquez-Shaffer,USA,32
SUP01276,"Maldonado, Howard and Jones",Germany,50
SUP01277,Sharp-Nelson,India,69
SUP01278,Daniels LLC,India,99
SUP01279,"Carter, Carroll and Clark",USA,36
SUP01280,"Meyer, Reese and Booker",Singapore,73
SUP01281,Lee-Knapp,USA,85
SUP01282,Castillo-Bell,UK,87
SUP01283,Lopez LLC,Japan,13
SUP01284,Francis PLC,Singapore,92
SUP01285,Anderson-Miller,China,33
SUP01286,Jenkins Ltd,USA,56
SUP01287,Barrett and Sons,USA,5
SUP01288,Mills Ltd,India,77
SUP01289,Anderson-Rivera,Japan,14
SUP01290,Stevenson and Sons,Japan,33
SUP01291,Freeman and Sons,Singapore,18
SUP01292,Castillo PLC,USA,49
SUP01293,Morse-Brown,India,32
SUP01294,Love Inc,Singapore,23
SUP01295,Barber-Hall,India,12
SUP01296,"Carter, Gould and Jones",Singapore,93
SUP01297,Diaz-Clark,USA,30
SUP01298,Mccormick-Sanchez,Japan,9
SUP01299,Reed-Farrell,Singapore,84
SUP01300,"Lynch, Benson and Bishop",Germany,93
SUP01301,Daugherty LLC,India,25
SUP01302,Gallegos and Sons,China,73
SUP01303,Newton and Sons,Germany,78
SUP01304,Hernandez-Salazar,India,9
SUP01305,"Mills, Howard and Salazar",USA,7
SUP01306,Roy Group,Germany,94
SUP01307,"Davis, Prince and Hogan",UK,8
SUP01308,Cole-Robinson,USA,97
SUP01309,Kent LLC,Germany,9
SUP01310,Allen-Chavez,Germany,42
SUP01311,Phillips PLC,Singapore,62
SUP01312,Patton-Crawford,Germany,30
SUP01313,"Gregory, Banks and Wright",UK,27
SUP01314,Walker-Williams,Japan,11
SUP01315,"Fox, Lawrence and Wood",Germany,70
SUP01316,"Hodge, Gardner and Fields",India,73
SUP01317,Garcia-Lin,UK,50
SUP01318,Tucker PLC,Japan,59
SUP01319,"Aguirre, Meyers and Ramsey",UK,93
SUP01320,Thompson Ltd,UK,7
SUP01321,Guzman LLC,India,40
SUP01322,Hardy Ltd,China,23
SUP01323,Moore-Bright,Germany,29
SUP01324,Gonzalez and Sons,USA,41
SUP01325,"Moore, Garrett and Norton",USA,45
SUP01326,Malone-Payne,Singapore,99
SUP01327,Copeland-Martin,Germany,23
SUP01328,Scott-Perez,UK,96
SUP01329,Stevens and Sons,Germany,60
SUP01330,Jones Ltd,China,89
SUP01331,Reyes and Sons,USA,29
SUP01332,Johnson-Kennedy,UK,48
SUP01333,"Summers, Patel and Foster",UK,20
SUP01334,"Pope, Patterson and Hunt",Japan,21
SUP01335,"Martin, Gomez and Reid",USA,65
SUP01336,Carey-Nash,China,87
SUP01337,Smith Ltd,India,58
SUP01338,"Patel, Smith and Hickman",USA,29
SUP01339,"Strickland, Valencia and Cabrera",UK,98
SUP01340,Hoffman-Peck,Germany,11
SUP01341,"Kane, Mueller and Perez",Germany,63
SUP01342,White PLC,India,30
SUP01343,"Santiago, Cooper and Macias",USA,9
SUP01344,Lynch and Sons,USA,31
SUP01345,Gomez-Morrison,Germany,2
SUP01346,"Melton, Evans and Gonzalez",Singapore,96
SUP01347,"Wang, Henderson and Gonzalez",Germany,3
SUP01348,Brown Group,India,27
SUP01349,"Jones, Olson and Singh",USA,70
SUP01350,"Cooper, Mclaughlin and Herrera",Japan,38
SUP01351,Smith-Kennedy,USA,30
SUP01352,"Wu, Krueger and Norris",Japan,68
SUP01353,Norman-Ward,India,72
SUP01354,"Hernandez, Frazier and Price",India,60
SUP01355,"Blankenship, Mckenzie and Jenkins",China,70
SUP01356,Gonzalez-Stevens,UK,100
SUP01357,Morgan Ltd,Japan,62
SUP01358,Miller-Hall,India,53
SUP01359,Peterson-Tucker,China,50
SUP01360,Barrett-Johnson,China,5
SUP01361,Terrell LLC,UK,51
SUP01362,Li-Wilson,China,19
SUP01363,Burch-Thompson,Singapore,41
SUP01364,Mitchell Group,Japan,45
SUP01365,Griffith and Sons,Japan,71
SUP01366,Page and Sons,India,52
SUP01367,Bell-Anderson,UK,49
SUP01368,Jones LLC,UK,57
SUP01369,Barnes-Berger,Germany,65
SUP01370,Alexander-Newton,USA,14
SUP01371,Brown LLC,Singapore,71
SUP01372,Bennett-Freeman,Germany,70
SUP01373,Roth Ltd,Singapore,13
SUP01374,"Allen, Lowery and Phelps",UK,29
SUP01375,Hines-Butler,Japan,13
SUP01376,Lewis-Davis,UK,93
SUP01377,"Cline, Murphy and Diaz",Japan,19
SUP01378,"Brown, Conley and Carney",Singapore,70
SUP01379,"Rogers, Martinez and Booker",Germany,12
SUP01380,"Morgan, Hall and Young",Germany,12
SUP01381,Osborne and Sons,UK,69
SUP01382,"Cisneros, Rogers and Bennett",China,99
SUP01383,George Group,China,41
SUP01384,Robbins-Sanchez,UK,79
SUP01385,Sims-Santiago,China,17
SUP01386,Fuller-Taylor,Germany,43
SUP01387,Baker-Steele,UK,51
SUP01388,Wilson-Branch,Germany,92
SUP01389,Hawkins-Drake,USA,8
SUP01390,Gibbs Ltd,China,23
SUP01391,Davis-Underwood,Singapore,51
SUP01392,"Wilson, Castaneda and Riley",China,56
SUP01393,Hill-Acosta,Singapore,15
SUP01394,"Jackson, Bennett and Schneider",Singapore,2
SUP01395,Blanchard-Morris,China,25
SUP01396,"Moreno, Garrison and Romero",India,46
SUP01397,Bradford PLC,China,19
SUP01398,Zimmerman-Morton,Germany,15
SUP01399,Cox and Sons,China,89
SUP01400,Henderson-Smith,USA,68
SUP01401,Jones-Gonzales,Singapore,52
SUP01402,Reynolds LLC,India,46
SUP01403,"Jones, Dominguez and Little",China,38
SUP01404,"Morse, Collins and Ford",Singapore,82
SUP01405,"Carter, Osborne and Shaw",Japan,96
SUP01406,"Carlson, Davis and Zamora",Japan,5
SUP01407,Johnson Ltd,USA,97
SUP01408,King-Mendoza,Japan,46
SUP01409,Hardy-Case,India,77
SUP01410,Weaver PLC,USA,31
SUP01411,King-Chambers,UK,51
SUP01412,Lynch-Butler,Germany,4
SUP01413,Pope Group,Singapore,18
SUP01414,"Cooke, Campbell and Fields",Singapore,80
SUP01415,Castro LLC,Singapore,53
SUP01416,Burton-Parker,USA,21
SUP01417,Johns-Rivera,India,95
SUP01418,Jordan-Hernandez,Singapore,90
SUP01419,Higgins-Kelly,Germany,90
SUP01420,"Jones, Gillespie and Estrada",USA,16
SUP01421,"Lewis, Gonzalez and Sherman",India,75
SUP01422,"Gardner, James and Coleman",Japan,90
SUP01423,"Johnson, Rangel and Ortiz",Germany,69
SUP01424,Moore-Rose,UK,67
SUP01425,Navarro-Reed,Japan,79
SUP01426,Gutierrez-Edwards,Japan,99
SUP01427,"Ritter, Gardner and Smith",USA,32
SUP01428,Hall Group,China,32
SUP01429,Adams Inc,India,56
SUP01430,"Cameron, Flynn and Montgomery",USA,77
SUP01431,"Vaughan, Flores and Miller",Japan,52
SUP01432,"Dennis, Lee and Murphy",USA,74
SUP01433,Alvarez-Gordon,China,55
SUP01434,"Harrison, Burke and Ballard",Germany,28
SUP01435,Cook Ltd,Germany,68
SUP01436,"Hunter, Lee and Frazier",Japan,74
SUP01437,"Summers, Harrison and Lewis",India,31
SUP01438,Wise PLC,China,25
SUP01439,Morris LLC,India,71
SUP01440,"Wise, Elliott and Carroll",China,39
SUP01441,Davis-Hill,USA,61
SUP01442,Rivera Ltd,China,90
SUP01443,Keller-Clayton,Singapore,40
SUP01444,Hamilton-Nguyen,Japan,43
SUP01445,"Waters, Johnson and Hill",India,2
SUP01446,"Peterson, Mccoy and Mcdaniel",Germany,93
SUP01447,Valdez-Mitchell,Germany,90
SUP01448,"Hawkins, Walton and Hill",India,18
SUP01449,Woods Ltd,UK,95
SUP01450,"Rogers, Moore and Bennett",Singapore,76
SUP01451,Atkins Inc,India,55
SUP01452,Maldonado and Sons,Singapore,37
SUP01453,Craig-Nunez,India,47
SUP01454,Jimenez and Sons,Japan,37
SUP01455,Thomas-Manning,India,23
SUP01456,Adams and Sons,Singapore,12
SUP01457,"Brock, Case and Rodriguez",India,1
SUP01458,Bailey Ltd,Japan,78
SUP01459,Caldwell and Sons,Japan,52
SUP01460,Martinez-Carter,USA,69
SUP01461,"Nunez, Young and Charles",Japan,69
SUP01462,"Gay, Anderson and Kelly",Japan,21
SUP01463,Barnes-Hampton,UK,64
SUP01464,Holland LLC,India,7
SUP01465,Long and Sons,Singapore,46
SUP01466,Wilson-Fox,Germany,4
SUP01467,"Daugherty, Butler and Johnson",China,21
SUP01468,"Haynes, Murphy and White",USA,59
SUP01469,Davis LLC,China,46
SUP01470,Acosta-Smith,Japan,17
SUP01471,"Chavez, Williams and Patterson",Germany,88
SUP01472,"Evans, Mason and Nash",Singapore,90
SUP01473,"Griffith, Russell and Gutierrez",Germany,79
SUP01474,"King, Stevenson and Chandler",USA,45
SUP01475,"Lindsey, Walter and Lara",Germany,97
SUP01476,Taylor-Bowman,Singapore,64
SUP01477,Nelson and Sons,China,41
SUP01478,Adams-Johnson,Japan,63
SUP01479,"Pace, Morrow and Jones",UK,10
SUP01480,"Sanchez, Dickson and Dunn",UK,1
SUP01481,Ellis PLC,India,51
SUP01482,Stark-Vincent,China,27
SUP01483,"Griffin, Morris and Knox",China,15
SUP01484,Morgan-Morales,USA,56
SUP01485,"Stanley, Carlson and Hester",UK,36
SUP01486,Campos-Haynes,Japan,61
SUP01487,"Yoder, Peterson and Martinez",Japan,48
SUP01488,Davis-Murphy,China,19
SUP01489,Lane LLC,Japan,30
SUP01490,Nguyen Group,Singapore,63
SUP01491,"Mason, Frank and Singleton",USA,60
SUP01492,"Lee, Sharp and Brown",Japan,53
SUP01493,Potter-Harris,USA,36
SUP01494,Rowe-Olson,Germany,35
SUP01495,Jackson-Reed,Japan,48
SUP01496,"Butler, Davis and Proctor",Singapore,94
SUP01497,Davis and Sons,Singapore,35
SUP01498,"Mueller, Perez and Lucero",USA,54
SUP01499,Jones PLC,Singapore,76
SUP01500,Hoffman-Nolan,Germany,29
SUP01501,Moore-Davidson,Germany,21
SUP01502,"Hull, Harrington and Wells",UK,13
SUP01503,"Norman, Campbell and Torres",USA,93
SUP01504,"Fox, Tucker and Taylor",Japan,80
SUP01505,Atkins-Fuller,USA,85
SUP01506,Wells-Travis,Japan,85
SUP01507,Parrish-Harrell,Singapore,23
SUP01508,"Khan, Conner and Rodriguez",Germany,73
SUP01509,Mayer PLC,USA,97
SUP01510,Acosta LLC,Singapore,47
SUP01511,"Pena, Peters and Yu",China,60
SUP01512,"Lowe, Munoz and Jackson",China,28
SUP01513,"May, Griffin and White",Germany,51
SUP01514,King LLC,Japan,50
SUP01515,Waters-Johnston,India,94
SUP01516,Brown-Flores,USA,50
SUP01517,"Robles, Reynolds and Washington",USA,47
SUP01518,Craig-Adams,Germany,8
SUP01519,Dunn and Sons,China,11
SUP01520,Jones PLC,Singapore,31
SUP01521,Pugh-Terrell,UK,10
SUP01522,"Davis, Castillo and Banks",Japan,29
SUP01523,"Ellison, Hamilton and Quinn",Germany,6
SUP01524,"Mcpherson, Thompson and Lynch",India,80
SUP01525,"Moore, King and Silva",USA,68
SUP01526,Aguilar PLC,India,14
SUP01527,Chapman-Wright,India,20
SUP01528,Wilkinson Group,Germany,22
SUP01529,"Erickson, Rowe and Jones",Singapore,52
SUP01530,House and Sons,China,51
SUP01531,"Benton, Shannon and Lawrence",China,25
SUP01532,"Boyd, Ramsey and Jones",Singapore,48
SUP01533,Hill-Mcclain,Singapore,48
SUP01534,Lopez LLC,Japan,90
SUP01535,Pierce and Sons,Japan,96
SUP01536,Carroll-Cole,USA,27
SUP01537,"Williams, Cowan and White",India,97
SUP01538,Wright Inc,UK,1
SUP01539,Hendrix-Ortiz,USA,63
SUP01540,"Flores, Jordan and Parker",UK,7
SUP01541,"Miller, Ryan and Small",USA,39
SUP01542,Blankenship LLC,UK,72
SUP01543,Peterson Group,China,59
SUP01544,"Fox, Douglas and Phillips",Singapore,97
SUP01545,Solis-Rogers,China,51
SUP01546,Jacobs Inc,China,77
SUP01547,Roberson and Sons,USA,73
SUP01548,King-Marsh,USA,79
SUP01549,Welch-Koch,India,72
SUP01550,Bishop Inc,Japan,8
SUP01551,Moody LLC,USA,18
SUP01552,"Shaw, Archer and Lester",Japan,22
SUP01553,Nguyen-Hill,India,2
SUP01554,"Martin, Richards and Krause",China,72
SUP01555,Moses-Bernard,China,22
SUP01556,Buckley and Sons,Japan,93
SUP01557,Turner PLC,Germany,43
SUP01558,Hubbard LLC,Germany,4
SUP01559,Manning-Durham,UK,2
SUP01560,Andrews Group,Singapore,55
SUP01561,"Vasquez, Mcdaniel and Oneill",Japan,25
SUP01562,Hodge LLC,China,10
SUP01563,"Roberts, Farrell and Schroeder",Japan,15
SUP01564,Jacobs-Clark,USA,17
SUP01565,"Garcia, Morris and Smith",Germany,12
SUP01566,Yu LLC,Germany,40
SUP01567,Pace-Parks,China,54
SUP01568,Mcdonald-Reed,USA,27
SUP01569,Vazquez-West,UK,51
SUP01570,Oconnell-Gray,China,48
SUP01571,"Brady, Montoya and Reeves",India,24
SUP01572,Yates Group,Germany,20
SUP01573,Hodges and Sons,USA,78
SUP01574,"Meza, Cline and Brown",China,18
SUP01575,Smith Ltd,India,11
SUP01576,"Walsh, Miller and Cain",Japan,10
SUP01577,Hammond-Leblanc,Japan,82
SUP01578,"Barry, Brooks and Nelson",Japan,62
SUP01579,Sweeney-Coleman,Singapore,65
SUP01580,"Collins, Smith and Green",India,13
SUP01581,Wood Group,USA,14
SUP01582,"Hodge, Ballard and Mcdonald",Germany,6
SUP01583,"Young, Stephens and Brown",China,23
SUP01584,Moore and Sons,UK,11
SUP01585,Daniel and Sons,USA,85
SUP01586,Sanchez-Gray,UK,70
SUP01587,"Jacobs, Thomas and Rios",India,84
SUP01588,Smith-Smith,USA,62
SUP01589,"Steele, Davis and Snyder",Japan,87
SUP01590,Braun-Diaz,Singapore,9
SUP01591,Mcfarland Inc,Japan,97
SUP01592,Williamson-Johnson,Singapore,4
SUP01593,Osborne-Daniels,India,66
SUP01594,"Joseph, French and Simon",Singapore,88
SUP01595,"Lopez, Woods and Mitchell",China,83
SUP01596,Davidson and Sons,USA,71
SUP01597,Rivera-Shaw,Germany,94
SUP01598,Jordan-Dickerson,India,83
SUP01599,"Schultz, Mccormick and Brown",UK,52
SUP01600,Wilson PLC,Japan,30
SUP01601,"Baker, Hines and Clark",India,6
SUP01602,Lopez-Crawford,China,18
SUP01603,Butler-French,Japan,1
SUP01604,Mcgee-Watson,China,68
SUP01605,Taylor-Brown,UK,93
SUP01606,Stewart and Sons,UK,7
SUP01607,Nichols Ltd,Japan,77
SUP01608,"Vargas, Miller and Lopez",Japan,39
SUP01609,"Perkins, Valencia and Spencer",USA,62
SUP01610,Roberts LLC,India,31
SUP01611,"Webster, Brewer and Estrada",Singapore,60
SUP01612,"Tanner, Parker and Wilcox",UK,92
SUP01613,"Yang, Molina and Benjamin",USA,27
SUP01614,Solomon Group,China,43
SUP01615,Pruitt Inc,Singapore,42
SUP01616,Leonard-Donaldson,USA,10
SUP01617,Mills PLC,Singapore,20
SUP01618,"White, Sawyer and Hernandez",USA,100
SUP01619,"Love, Chen and Andersen",UK,9
SUP01620,Campbell-Brown,Japan,53
SUP01621,Young-Garza,Singapore,45
SUP01622,Brown-Browning,India,78
SUP01623,"Kelley, Larson and Lara",India,41
SUP01624,White-Watkins,UK,21
SUP01625,Williams LLC,Germany,88
SUP01626,"Glover, Suarez and Davis",India,15
SUP01627,Perez and Sons,Singapore,99
SUP01628,Reynolds-Macdonald,USA,71
SUP01629,"Gonzales, Hall and Sparks",Japan,9
SUP01630,Thomas and Sons,Singapore,86
SUP01631,Gutierrez PLC,USA,37
SUP01632,Johnson-Ford,USA,78
SUP01633,"Valdez, Rodgers and Vasquez",India,72
SUP01634,Christian Ltd,Japan,63
SUP01635,Patterson Inc,Singapore,87
SUP01636,Peterson-Mclaughlin,USA,42
SUP01637,Sanders and Sons,Singapore,6
SUP01638,"Ferguson, Brown and Cunningham",Germany,88
SUP01639,Hernandez PLC,Germany,21
SUP01640,"White, Jacobs and Frazier",UK,30
SUP01641,Camacho-Carter,India,78
SUP01642,Riley-Powell,USA,86
SUP01643,"Edwards, Lucas and Mcgee",Singapore,6
SUP01644,Johnson PLC,Japan,52
SUP01645,Davis-Rodgers,USA,47
SUP01646,Jackson-Munoz,China,82
SUP01647,Kent LLC,Singapore,83
SUP01648,Sanford-Maddox,China,70
SUP01649,Clayton-Cunningham,UK,1
SUP01650,Bell-Anderson,China,79
SUP01651,Ramirez Ltd,USA,47
SUP01652,Wood Ltd,Singapore,38
SUP01653,Jackson-Russell,Germany,64
SUP01654,"Tran, Smith and Castro",China,32
SUP01655,Holt Ltd,India,26
SUP01656,Willis Inc,Singapore,69
SUP01657,Gonzalez-Lee,Germany,66
SUP01658,"Powell, Paul and Park",Singapore,85
SUP01659,White Inc,India,54
SUP01660,Pierce-Crawford,USA,37
SUP01661,Chavez PLC,India,52
SUP01662,Boyd LLC,Singapore,94
SUP01663,Barrera Group,China,100
SUP01664,"Kim, Holmes and Haas",Japan,59
SUP01665,Smith Ltd,Germany,55
SUP01666,Wolf LLC,UK,57
SUP01667,"Mathews, Hull and Meyer",China,22
SUP01668,Byrd-Snyder,Singapore,96
SUP01669,"Hodge, Parker and Villa",UK,75
SUP01670,Ramirez-Walker,Singapore,85
SUP01671,King-Smith,India,54
SUP01672,Tucker-Ward,UK,35
SUP01673,"Jacobs, Morales and Peterson",Japan,36
SUP01674,Owens Group,Singapore,75
SUP01675,"Brown, Nash and Griffith",India,52
SUP01676,Ray-Hernandez,USA,45
SUP01677,Mitchell-Sheppard,UK,13
SUP01678,Kim-Manning,Singapore,43
SUP01679,Phillips Ltd,Singapore,97
SUP01680,Snyder-Terry,UK,65
SUP01681,Nichols-Simon,USA,6
SUP01682,Jones-Blevins,Germany,6
SUP01683,"Proctor, Kramer and Sheppard",China,70
SUP01684,Smith Ltd,Japan,41
SUP01685,"Peters, Villa and Graham",UK,64
SUP01686,"Compton, Hull and Cole",India,9
SUP01687,"Williams, Anderson and Walker",USA,45
SUP01688,"Davidson, Wilson and Lynch",Germany,2
SUP01689,Hood-Moore,Germany,43
SUP01690,"Cummings, Davis and Potts",China,80
SUP01691,"Maldonado, Gibbs and Delgado",China,89
SUP01692,Ray PLC,Germany,15
SUP01693,"Graham, Young and Solis",China,34
SUP01694,"Torres, Lee and Phillips",Singapore,42
SUP01695,Morgan-Jones,USA,33
SUP01696,Davis-Camacho,India,59
SUP01697,Thomas and Sons,Germany,33
SUP01698,Taylor and Sons,USA,30
SUP01699,Greene PLC,China,18
SUP01700,Pearson-Adams,Germany,41
SUP01701,Erickson PLC,China,38
SUP01702,"Evans, Pham and Cain",Germany,12
SUP01703,Flores and Sons,Japan,89
SUP01704,"Brennan, Anderson and Cooper",China,2
SUP01705,"Vance, Ray and Cowan",India,89
SUP01706,"Woodward, Murphy and Zimmerman",UK,25
SUP01707,Kirby-Moody,Japan,77
SUP01708,Dodson Ltd,China,53
SUP01709,"White, Dyer and Obrien",USA,53
SUP01710,Cruz Group,Singapore,68
SUP01711,"Jones, Elliott and Stevens",Germany,16
SUP01712,"Glenn, Oneal and Scott",Japan,5
SUP01713,Gomez-Ramirez,Germany,65
SUP01714,Bush-Jensen,India,47
SUP01715,Nelson-Gonzales,China,65
SUP01716,Mcdaniel and Sons,Germany,2
SUP01717,Brown Group,China,6
SUP01718,Chase-Anthony,Japan,57
SUP01719,Sanchez Group,UK,39
SUP01720,"Gardner, Peters and Graham",Germany,91
SUP01721,"Burch, Hernandez and Baker",USA,4
SUP01722,Walker LLC,Germany,29
SUP01723,Oneal LLC,Japan,24
SUP01724,Torres-Cain,Germany,4
SUP01725,"Hall, Rollins and Davenport",China,63
SUP01726,"Nichols, Price and Young",China,72
SUP01727,Lee-Adams,Japan,92
SUP01728,Sullivan-Ramirez,UK,96
SUP01729,"Smith, Pham and Malone",USA,10
SUP01730,"Perez, Hull and Hayden",Singapore,88
SUP01731,Martin-Miller,Germany,100
SUP01732,"Thomas, Sparks and Martin",USA,82
SUP01733,Dean-Brown,India,8
SUP01734,"Murphy, Stark and Hernandez",China,43
SUP01735,"Wolfe, Johnston and Gutierrez",UK,81
SUP01736,Galvan-Bailey,Singapore,3
SUP01737,Goodwin PLC,Germany,17
SUP01738,Edwards PLC,USA,96
SUP01739,"Noble, Howell and Ryan",China,11
SUP01740,"Brown, Harris and Kennedy",Germany,15
SUP01741,Ford LLC,Japan,70
SUP01742,Smith-Farmer,Japan,49
SUP01743,Holder and Sons,USA,19
SUP01744,"Woods, Diaz and Jones",India,16
SUP01745,"Martinez, Cox and Carey",Japan,79
SUP01746,Ross-Charles,USA,51
SUP01747,"Pugh, Ferguson and Davis",USA,81
SUP01748,Butler-Mullins,Germany,16
SUP01749,"Beck, Boyd and Boyd",India,17
SUP01750,Roberts-Lucas,Singapore,49
SUP01751,Torres Inc,Germany,50
SUP01752,"Hodge, Bailey and Short",Singapore,75
SUP01753,Liu-Martin,China,75
SUP01754,Fletcher-Mercer,USA,6
SUP01755,Bird PLC,Germany,69
SUP01756,Pacheco LLC,USA,96
SUP01757,Hess Ltd,Germany,34
SUP01758,Marshall-Miller,USA,22
SUP01759,"Vaughn, Meyers and Hernandez",Germany,18
SUP01760,Melendez-Nash,USA,85
SUP01761,Nichols-Robinson,India,3
SUP01762,"Kelly, Mathis and Wallace",UK,31
SUP01763,"Short, Stafford and Spencer",Germany,99
SUP01764,"Mendoza, Hernandez and Holden",USA,30
SUP01765,Stephens-Brown,Singapore,84
SUP01766,Hernandez PLC,Japan,85
SUP01767,Bonilla-Martin,China,68
SUP01768,"Leonard, Erickson and Cunningham",Germany,73
SUP01769,"Davis, Vazquez and Kidd",Singapore,1
SUP01770,"Davis, Strong and Dominguez",Japan,13
SUP01771,"Stewart, Robbins and Alexander",China,1
SUP01772,Hart-Thomas,USA,63
SUP01773,Reed-Jensen,USA,98
SUP01774,Jackson Inc,Singapore,97
SUP01775,Moore PLC,Germany,39
SUP01776,Guerrero-Mcdonald,Germany,77
SUP01777,Smith-Wilson,Singapore,31
SUP01778,"Taylor, Vega and James",Japan,67
SUP01779,"Juarez, Gomez and Miller",Singapore,40
SUP01780,Beasley Group,USA,62
SUP01781,Contreras-Williams,USA,41
SUP01782,"Kim, Martin and Taylor",Germany,35
SUP01783,Williams-Bartlett,Germany,4
SUP01784,"Ponce, Gaines and Bennett",USA,50
SUP01785,Bush Ltd,USA,95
SUP01786,Johnson PLC,China,78
SUP01787,Aguilar Ltd,China,18
SUP01788,Mcguire-Watson,Japan,57
SUP01789,Cain PLC,China,8
SUP01790,Sullivan Ltd,Singapore,63
SUP01791,"Peterson, White and Bryant",UK,41
SUP01792,"Hale, Brown and Schroeder",China,71
SUP01793,Lang Inc,India,63
SUP01794,Herrera-Carpenter,China,79
SUP01795,"Wilson, Farrell and Lindsey",China,82
SUP01796,"Bradley, Gonzalez and Williams",Singapore,27
SUP01797,Boyle-Bowers,India,91
SUP01798,"Vega, Cross and Parker",Singapore,57
SUP01799,"Lin, Jones and Dixon",China,5
SUP01800,"Davis, Wang and Robinson",USA,59
SUP01801,"Richards, Smith and Little",Germany,77
SUP01802,"Bowen, Brown and Rivera",USA,55
SUP01803,Valencia Inc,Japan,8
SUP01804,Parker-Martinez,UK,43
SUP01805,"Clark, Gibson and Reed",India,17
SUP01806,Keller Inc,China,57
SUP01807,Daugherty-Sloan,India,66
SUP01808,"Thompson, Mccarthy and Walker",China,30
SUP01809,Zimmerman-Stewart,UK,68
SUP01810,Perry Ltd,Singapore,61
SUP01811,"Carpenter, Taylor and Porter",Singapore,56
SUP01812,Gilbert Group,UK,3
SUP01813,"Edwards, Day and Bradford",USA,90
SUP01814,"Rivera, Fleming and Franco",Japan,79
SUP01815,"Lopez, Freeman and Gallegos",Germany,67
SUP01816,Calderon-Parker,USA,100
SUP01817,Collins-Thomas,Germany,9
SUP01818,"Herring, Price and Olson",Germany,83
SUP01819,Dunlap-Watkins,Germany,65
SUP01820,"Ward, Burke and Marsh",China,70
SUP01821,Morales Inc,India,40
SUP01822,"Hernandez, Lara and Fernandez",China,23
SUP01823,Shannon-Thomas,Japan,25
SUP01824,"Harris, Zamora and Melton",Japan,92
SUP01825,Hernandez Group,USA,23
SUP01826,"Hale, Morales and Atkinson",China,38
SUP01827,"Richards, Bolton and Chambers",USA,24
SUP01828,Moore PLC,Japan,64
SUP01829,"Jones, Larson and Rose",Singapore,32
SUP01830,"Williams, Martin and Short",India,90
SUP01831,Smith-Dunn,UK,92
SUP01832,Snyder-Montes,Singapore,74
SUP01833,Lyons PLC,Singapore,3
SUP01834,Miller Inc,USA,51
SUP01835,"Shepherd, Moran and Glover",China,40
SUP01836,Ward Group,Singapore,96
SUP01837,Perez Ltd,UK,34
SUP01838,Martinez Inc,UK,81
SUP01839,Blackwell-Monroe,UK,88
SUP01840,Mitchell Group,China,57
SUP01841,Spence Ltd,Singapore,92
SUP01842,Howard-Nelson,Japan,31
SUP01843,"Jacobs, Stewart and Lin",Japan,56
SUP01844,Atkinson-Shelton,UK,57
SUP01845,Williams LLC,India,89
SUP01846,"Ferrell, Hess and Hardy",Germany,18
SUP01847,"Cooper, Sanchez and Rogers",UK,53
SUP01848,"Hale, Perry and Rosario",UK,20
SUP01849,"Stanley, Taylor and Mcbride",China,34
SUP01850,Henson-Boone,UK,20
SUP01851,Bryant-Ramos,Singapore,25
SUP01852,Welch-Lawson,India,2
SUP01853,May-Irwin,Singapore,77
SUP01854,"Wright, King and Taylor",India,96
SUP01855,Munoz Group,UK,87
SUP01856,"Shaw, Sloan and Goodman",USA,29
SUP01857,Hood PLC,Japan,5
SUP01858,Campbell-Hernandez,Japan,79
SUP01859,"Baldwin, Vazquez and Bridges",Germany,10
SUP01860,"Gonzalez, Howard and Pittman",Japan,42
SUP01861,"Hawkins, Green and Harrison",China,38
SUP01862,"Odonnell, Jenkins and Rasmussen",USA,83
SUP01863,Carpenter PLC,Japan,8
SUP01864,White PLC,Singapore,60
SUP01865,Hernandez-Velazquez,Singapore,16
SUP01866,Moore-Hull,China,7
SUP01867,Ruiz-Cole,UK,98
SUP01868,Barber-Fox,Singapore,78
SUP01869,Mccarthy-Harris,UK,63
SUP01870,"Edwards, Diaz and Cline",China,85
SUP01871,Allison and Sons,China,89
SUP01872,Chapman and Sons,UK,14
SUP01873,Hill Group,India,82
SUP01874,West-Durham,Germany,57
SUP01875,"Logan, Li and Green",USA,95
SUP01876,"Collins, Sanchez and Clay",India,98
SUP01877,"Parks, Moore and Norris",Singapore,53
SUP01878,"Kirby, Mann and Frazier",UK,38
SUP01879,Ward-Morris,USA,85
SUP01880,"Patel, Stout and Rivera",Germany,30
SUP01881,"Greene, Cox and Oliver",USA,57
SUP01882,Foster and Sons,UK,15
SUP01883,"Gonzalez, Hill and West",Japan,68
SUP01884,Rice-Lane,USA,54
SUP01885,"Henry, Webb and Woodard",India,1
SUP01886,Johnson-Wallace,Singapore,40
SUP01887,Wall PLC,Singapore,64
