sku,product,current_stock,reorder_point
SKU00852,Product-852,959,1195
SKU00853,Product-853,578,1061
SKU00854,Product-854,1417,1229
SKU00855,Product-855,2552,1117
SKU00856,Product-856,7938,1981
SKU00857,Product-857,1063,791
SKU00858,Product-858,9320,1139
SKU00859,Product-859,3959,1238
SKU00860,Product-860,9317,1762
SKU00861,Product-861,294,1201
SKU00862,Product-862,5474,1212
SKU00863,Product-863,7417,87
SKU00864,Product-864,6940,1313
SKU00865,Product-865,615,143
SKU00866,Product-866,4281,298
SKU00867,Product-867,6258,1388
SKU00868,Product-868,6154,391
SKU00869,Product-869,4232,1435
SKU00870,Product-870,9531,1283
SKU00871,Product-871,3803,175
SKU00872,Product-872,6730,1539
SKU00873,Product-873,5273,1627
SKU00874,Product-874,4112,1196
SKU00875,Product-875,4549,269
SKU00876,Product-876,4797,1039
SKU00877,Product-877,4046,1114
SKU00878,Product-878,5971,1915
SKU00879,Product-879,6517,707
SKU00880,Product-880,870,1742
SKU00881,Product-881,6847,1688
SKU00882,Product-882,2871,1838
SKU00883,Product-883,94,1129
SKU00884,Product-884,8382,456
SKU00885,Product-885,9666,1158
SKU00886,Product-886,2097,862
SKU00887,Product-887,7258,1350
SKU00888,Product-888,7529,338
SKU00889,Product-889,338,1860
SKU00890,Product-890,7845,995
SKU00891,Product-891,894,262
SKU00892,Product-892,78,208
SKU00893,Product-893,6029,624
SKU00894,Product-894,6224,1479
SKU00895,Product-895,1131,247
SKU00896,Product-896,7984,708
SKU00897,Product-897,6541,1655
SKU00898,Product-898,9950,1637
SKU00899,Product-899,8567,1086
SKU00900,Product-900,816,909
SKU00901,Product-901,9292,419
SKU00902,Product-902,664,1746
SKU00903,Product-903,1266,1692
SKU00904,Product-904,6168,497
SKU00905,Product-905,167,680
SKU00906,Product-906,823,449
SKU00907,Product-907,3769,706
SKU00908,Product-908,3040,1400
SKU00909,Product-909,3130,608
SKU00910,Product-910,6774,1438
SKU00911,Product-911,1914,1025
SKU00912,Product-912,7756,308
SKU00913,Product-913,1681,1450
SKU00914,Product-914,3138,1981
SKU00915,Product-915,4228,912
SKU00916,Product-916,6347,900
SKU00917,Product-917,5476,806
SKU00918,Product-918,2846,1588
SKU00919,Product-919,7717,325
SKU00920,Product-920,3914,304
SKU00921,Product-921,6204,1587
SKU00922,Product-922,5293,1460
SKU00923,Product-923,9252,1856
SKU00924,Product-924,3190,1330
SKU00925,Product-925,5276,363
SKU00926,Product-926,718,1984
SKU00927,Product-927,3118,1247
SKU00928,Product-928,1577,1211
SKU00929,Product-929,6442,511
SKU00930,Product-930,3931,1886
SKU00931,Product-931,37,1526
SKU00932,Product-932,6746,363
SKU00933,Product-933,6854,1923
SKU00934,Product-934,7847,367
SKU00935,Product-935,2753,480
SKU00936,Product-936,4125,693
SKU00937,Product-937,9925,148
SKU00938,Product-938,7690,248
SKU00939,Product-939,721,1479
SKU00940,Product-940,8456,1493
SKU00941,Product-941,2079,231
SKU00942,Product-942,1452,866
SKU00943,Product-943,1710,1797
SKU00944,Product-944,4307,1562
SKU00945,Product-945,3161,583
SKU00946,Product-946,9341,1167
SKU00947,Product-947,1740,1855
SKU00948,Product-948,597,1519
SKU00949,Product-949,9995,1474
SKU00950,Product-950,8810,1686
SKU00951,Product-951,3359,233
SKU00952,Product-952,5732,1122
SKU00953,Product-953,670,980
SKU00954,Product-954,1735,1485
SKU00955,Product-955,2679,508
SKU00956,Product-956,8675,1699
SKU00957,Product-957,1433,845
SKU00958,Product-958,916,1436
SKU00959,Product-959,6490,893
SKU00960,Product-960,1831,641
SKU00961,Product-961,7912,792
SKU00962,Product-962,7232,1079
SKU00963,Product-963,148,826
SKU00964,Product-964,3677,1278
SKU00965,Product-965,2751,1710
SKU00966,Product-966,6285,203
SKU00967,Product-967,690,905
SKU00968,Product-968,5674,1856
SKU00969,Product-969,5941,835
SKU00970,Product-970,3448,1325
SKU00971,Product-971,6800,1431
SKU00972,Product-972,7150,1987
SKU00973,Product-973,8195,1204
SKU00974,Product-974,3158,821
SKU00975,Product-975,7930,116
SKU00976,Product-976,3134,1114
SKU00977,Product-977,9101,1809
SKU00978,Product-978,5112,1421
SKU00979,Product-979,1097,107
SKU00980,Product-980,2914,754
SKU00981,Product-981,144,1156
SKU00982,Product-982,5770,959
SKU00983,Product-983,1224,334
SKU00984,Product-984,9973,1284
SKU00985,Product-985,3797,1389
SKU00986,Product-986,3252,870
SKU00987,Product-987,221,753
SKU00988,Product-988,7274,884
SKU00989,Product-989,5199,1357
SKU00990,Product-990,1959,1792
SKU00991,Product-991,8969,309
SKU00992,Product-992,825,1925
SKU00993,Product-993,6670,1118
SKU00994,Product-994,919,788
SKU00995,Product-995,4501,1556
SKU00996,Product-996,6538,1656
SKU00997,Product-997,7075,992
SKU00998,Product-998,1135,1075
SKU00999,Product-999,8068,1500
SKU01000,Product-1000,8520,55
SKU01001,Product-1001,5881,1463
SKU01002,Product-1002,3659,799
SKU01003,Product-1003,9752,400
SKU01004,Product-1004,8116,601
SKU01005,Product-1005,5918,1588
SKU01006,Product-1006,4144,1532
SKU01007,Product-1007,9154,156
SKU01008,Product-1008,2808,1715
SKU01009,Product-1009,9474,1716
SKU01010,Product-1010,7255,1963
SKU01011,Product-1011,7350,1030
SKU01012,Product-1012,162,1460
SKU01013,Product-1013,1868,1120
SKU01014,Product-1014,2911,214
SKU01015,Product-1015,5845,181
SKU01016,Product-1016,7851,907
SKU01017,Product-1017,3668,1284
SKU01018,Product-1018,4987,1464
SKU01019,Product-1019,5338,1273
SKU01020,Product-1020,2895,1590
SKU01021,Product-1021,9944,667
SKU01022,Product-1022,3831,125
SKU01023,Product-1023,1806,736
SKU01024,Product-1024,4736,737
SKU01025,Product-1025,8763,406
SKU01026,Product-1026,63,1971
SKU01027,Product-1027,9077,1912
SKU01028,Product-1028,910,1442
SKU01029,Product-1029,6532,106
SKU01030,Product-1030,8429,1922
SKU01031,Product-1031,4629,1072
SKU01032,Product-1032,1626,1689
SKU01033,Product-1033,6638,156
SKU01034,Product-1034,3606,637
SKU01035,Product-1035,1807,606
SKU01036,Product-1036,3493,1340
SKU01037,Product-1037,2217,1658
SKU01038,Product-1038,5824,1229
SKU01039,Product-1039,7698,367
SKU01040,Product-1040,7908,636
SKU01041,Product-1041,2319,1607
SKU01042,Product-1042,3655,298
SKU01043,Product-1043,7949,859
SKU01044,Product-1044,720,1657
SKU01045,Product-1045,8081,323
SKU01046,Product-1046,748,127
SKU01047,Product-1047,6252,834
SKU01048,Product-1048,1555,313
SKU01049,Product-1049,8060,143
SKU01050,Product-1050,6862,1830
SKU01051,Product-1051,1934,507
SKU01052,Product-1052,9044,761
SKU01053,Product-1053,1210,851
SKU01054,Product-1054,4013,775
SKU01055,Product-1055,6251,1768
SKU01056,Product-1056,2785,1228
SKU01057,Product-1057,195,515
SKU01058,Product-1058,2821,1319
SKU01059,Product-1059,2031,1478
SKU01060,Product-1060,3514,945
SKU01061,Product-1061,9282,150
SKU01062,Product-1062,8536,1749
SKU01063,Product-1063,3833,123
SKU01064,Product-1064,5629,199
SKU01065,Product-1065,8776,1883
SKU01066,Product-1066,360,931
SKU01067,Product-1067,1767,1249
SKU01068,Product-1068,738,1416
SKU01069,Product-1069,1623,1434
SKU01070,Product-1070,1921,631
SKU01071,Product-1071,297,1115
SKU01072,Product-1072,1879,921
SKU01073,Product-1073,4630,1623
SKU01074,Product-1074,3309,1783
SKU01075,Product-1075,7271,59
SKU01076,Product-1076,4719,531
SKU01077,Product-1077,3686,1262
SKU01078,Product-1078,2867,445
SKU01079,Product-1079,6361,390
SKU01080,Product-1080,9378,867
SKU01081,Product-1081,9101,1802
SKU01082,Product-1082,8210,1752
SKU01083,Product-1083,6416,1443
SKU01084,Product-1084,1701,314
SKU01085,Product-1085,4344,1138
SKU01086,Product-1086,1629,93
SKU01087,Product-1087,6866,1390
SKU01088,Product-1088,1543,1035
SKU01089,Product-1089,6418,692
SKU01090,Product-1090,914,835
SKU01091,Product-1091,2937,1864
SKU01092,Product-1092,1464,1569
SKU01093,Product-1093,4202,1450
SKU01094,Product-1094,7674,1277
SKU01095,Product-1095,8689,828
SKU01096,Product-1096,5244,943
SKU01097,Product-1097,7502,1862
SKU01098,Product-1098,2972,1715
SKU01099,Product-1099,9842,460
SKU01100,Product-1100,565,150
SKU01101,Product-1101,6952,875
SKU01102,Product-1102,6570,1705
SKU01103,Product-1103,789,554
SKU01104,Product-1104,8810,1719
SKU01105,Product-1105,9149,1266
SKU01106,Product-1106,9648,1945
SKU01107,Product-1107,4987,71
SKU01108,Product-1108,9395,166
SKU01109,Product-1109,3741,871
SKU01110,Product-1110,6977,620
SKU01111,Product-1111,2619,456
SKU01112,Product-1112,2699,1527
SKU01113,Product-1113,957,1593
SKU01114,Product-1114,6676,1655
SKU01115,Product-1115,6839,793
SKU01116,Product-1116,810,133
SKU01117,Product-1117,4459,1440
SKU01118,Product-1118,8693,1663
SKU01119,Product-1119,9638,855
SKU01120,Product-1120,5204,519
SKU01121,Product-1121,6665,1827
SKU01122,Product-1122,5798,439
SKU01123,Product-1123,1827,1641
SKU01124,Product-1124,4892,869
SKU01125,Product-1125,3784,1366
SKU01126,Product-1126,3270,851
SKU01127,Product-1127,7482,1500
SKU01128,Product-1128,5409,1883
SKU01129,Product-1129,6037,1243
SKU01130,Product-1130,1970,1381
SKU01131,Product-1131,4772,1987
SKU01132,Product-1132,3954,1035
SKU01133,Product-1133,4105,1967
SKU01134,Product-1134,3082,1822
SKU01135,Product-1135,593,1611
SKU01136,Product-1136,7493,1345
SKU01137,Product-1137,3459,563
SKU01138,Product-1138,5577,627
SKU01139,Product-1139,472,1199
SKU01140,Product-1140,3003,763
SKU01141,Product-1141,2594,1037
SKU01142,Product-1142,2993,62
SKU01143,Product-1143,6528,1611
SKU01144,Product-1144,950,1815
SKU01145,Product-1145,9044,443
SKU01146,Product-1146,3055,913
SKU01147,Product-1147,6366,726
SKU01148,Product-1148,9201,473
SKU01149,Product-1149,9451,1038
SKU01150,Product-1150,3713,1029
SKU01151,Product-1151,1959,1563
SKU01152,Product-1152,6315,608
SKU01153,Product-1153,9231,628
SKU01154,Product-1154,6134,82
SKU01155,Product-1155,8216,1616
SKU01156,Product-1156,6705,456
SKU01157,Product-1157,6499,746
SKU01158,Product-1158,3208,238
SKU01159,Product-1159,7475,1714
SKU01160,Product-1160,9540,545
SKU01161,Product-1161,5763,915
SKU01162,Product-1162,9095,193
SKU01163,Product-1163,2607,1886
SKU01164,Product-1164,2431,1962
SKU01165,Product-1165,3818,1331
SKU01166,Product-1166,5153,788
SKU01167,Product-1167,4725,662
SKU01168,Product-1168,3454,103
SKU01169,Product-1169,46,1079
SKU01170,Product-1170,3898,1820
SKU01171,Product-1171,5942,1412
SKU01172,Product-1172,4529,1738
SKU01173,Product-1173,6419,1384
SKU01174,Product-1174,1703,731
SKU01175,Product-1175,424,233
SKU01176,Product-1176,6057,491
SKU01177,Product-1177,707,794
SKU01178,Product-1178,5232,722
SKU01179,Product-1179,1144,660
SKU01180,Product-1180,9249,1095
SKU01181,Product-1181,6238,555
SKU01182,Product-1182,1771,1644
SKU01183,Product-1183,3871,1778
SKU01184,Product-1184,4541,280
SKU01185,Product-1185,7273,215
SKU01186,Product-1186,1351,83
SKU01187,Product-1187,4816,728
SKU01188,Product-1188,5508,1719
SKU01189,Product-1189,9701,1367
SKU01190,Product-1190,3029,1363
SKU01191,Product-1191,788,1402
SKU01192,Product-1192,7325,1419
SKU01193,Product-1193,911,1243
SKU01194,Product-1194,1585,630
SKU01195,Product-1195,844,312
SKU01196,Product-1196,4496,1432
SKU01197,Product-1197,3889,1603
SKU01198,Product-1198,911,1034
SKU01199,Product-1199,5790,1658
SKU01200,Product-1200,8785,1870
SKU01201,Product-1201,850,1110
SKU01202,Product-1202,6986,1863
SKU01203,Product-1203,8945,347
SKU01204,Product-1204,5457,190
SKU01205,Product-1205,9258,729
SKU01206,Product-1206,2731,1083
SKU01207,Product-1207,9306,1086
SKU01208,Product-1208,4606,393
SKU01209,Product-1209,8023,1943
SKU01210,Product-1210,5188,609
SKU01211,Product-1211,5416,1949
SKU01212,Product-1212,2662,986
SKU01213,Product-1213,7096,1556
SKU01214,Product-1214,5748,544
SKU01215,Product-1215,6782,566
SKU01216,Product-1216,7630,504
SKU01217,Product-1217,5501,256
SKU01218,Product-1218,4871,1029
SKU01219,Product-1219,4546,1525
SKU01220,Product-1220,5974,390
SKU01221,Product-1221,3935,1082
SKU01222,Product-1222,3142,566
SKU01223,Product-1223,6035,812
SKU01224,Product-1224,5658,855
SKU01225,Product-1225,3186,158
SKU01226,Product-1226,4126,154
SKU01227,Product-1227,9578,339
SKU01228,Product-1228,5120,1655
SKU01229,Product-1229,8196,188
SKU01230,Product-1230,8640,1872
SKU01231,Product-1231,3193,1162
SKU01232,Product-1232,2434,504
SKU01233,Product-1233,3405,1541
SKU01234,Product-1234,1936,1951
SKU01235,Product-1235,1203,353
SKU01236,Product-1236,9009,61
SKU01237,Product-1237,9702,518
SKU01238,Product-1238,2014,1082
SKU01239,Product-1239,4422,1096
SKU01240,Product-1240,568,1276
SKU01241,Product-1241,9487,1795
SKU01242,Product-1242,9446,982
SKU01243,Product-1243,9959,711
SKU01244,Product-1244,1499,1378
SKU01245,Product-1245,9766,332
SKU01246,Product-1246,3805,1847
SKU01247,Product-1247,6939,125
SKU01248,Product-1248,3333,1491
SKU01249,Product-1249,6505,1454
SKU01250,Product-1250,9193,953
SKU01251,Product-1251,2796,463
SKU01252,Product-1252,9953,1475
SKU01253,Product-1253,6214,1423
SKU01254,Product-1254,6223,338
SKU01255,Product-1255,601,970
SKU01256,Product-1256,5794,1972
SKU01257,Product-1257,3583,259
SKU01258,Product-1258,5709,1301
SKU01259,Product-1259,9840,948
SKU01260,Product-1260,2278,1395
SKU01261,Product-1261,4851,1407
SKU01262,Product-1262,1042,108
SKU01263,Product-1263,7226,1981
SKU01264,Product-1264,6487,1520
SKU01265,Product-1265,4556,1587
SKU01266,Product-1266,1031,1455
SKU01267,Product-1267,5717,1813
SKU01268,Product-1268,4359,146
SKU01269,Product-1269,8513,422
SKU01270,Product-1270,9260,1488
SKU01271,Product-1271,8281,1177
SKU01272,Product-1272,9640,1685
SKU01273,Product-1273,7262,1990
SKU01274,Product-1274,8815,401
SKU01275,Product-1275,3338,1721
SKU01276,Product-1276,4871,1643
SKU01277,Product-1277,2292,1078
SKU01278,Product-1278,7373,689
SKU01279,Product-1279,8774,129
SKU01280,Product-1280,2824,1258
SKU01281,Product-1281,2207,353
SKU01282,Product-1282,8621,1364
SKU01283,Product-1283,4786,235
SKU01284,Product-1284,9901,1455
SKU01285,Product-1285,5825,1194
SKU01286,Product-1286,6020,1722
SKU01287,Product-1287,2268,1350
SKU01288,Product-1288,4547,1919
SKU01289,Product-1289,6377,1888
SKU01290,Product-1290,3091,1693
SKU01291,Product-1291,167,1017
SKU01292,Product-1292,8640,1998
SKU01293,Product-1293,5687,1176
SKU01294,Product-1294,5772,399
SKU01295,Product-1295,5104,1029
SKU01296,Product-1296,3600,689
SKU01297,Product-1297,8988,1987
SKU01298,Product-1298,1650,81
SKU01299,Product-1299,5392,262
SKU01300,Product-1300,6000,830
SKU01301,Product-1301,938,1752
SKU01302,Product-1302,8262,643
SKU01303,Product-1303,4845,531
SKU01304,Product-1304,8057,949
SKU01305,Product-1305,2349,103
SKU01306,Product-1306,3912,1952
SKU01307,Product-1307,9692,1412
SKU01308,Product-1308,7130,309
SKU01309,Product-1309,5952,1051
SKU01310,Product-1310,9107,664
SKU01311,Product-1311,3513,1581
SKU01312,Product-1312,7327,1833
SKU01313,Product-1313,4441,785
SKU01314,Product-1314,8298,1201
SKU01315,Product-1315,7891,1100
SKU01316,Product-1316,127,807
SKU01317,Product-1317,4636,1696
SKU01318,Product-1318,8267,403
SKU01319,Product-1319,2320,892
SKU01320,Product-1320,4063,1201
SKU01321,Product-1321,3682,1367
SKU01322,Product-1322,8936,344
SKU01323,Product-1323,2300,1300
SKU01324,Product-1324,8030,792
SKU01325,Product-1325,1819,1956
SKU01326,Product-1326,8013,865
SKU01327,Product-1327,3607,1796
SKU01328,Product-1328,8925,965
SKU01329,Product-1329,4912,317
SKU01330,Product-1330,143,258
SKU01331,Product-1331,2563,139
SKU01332,Product-1332,3700,389
SKU01333,Product-1333,1809,1941
SKU01334,Product-1334,6928,495
SKU01335,Product-1335,7671,1061
SKU01336,Product-1336,6172,1178
SKU01337,Product-1337,1974,1860
SKU01338,Product-1338,2592,881
SKU01339,Product-1339,1417,947
SKU01340,Product-1340,3424,278
SKU01341,Product-1341,5359,1439
SKU01342,Product-1342,3079,1834
SKU01343,Product-1343,1148,1105
SKU01344,Product-1344,9126,212
SKU01345,Product-1345,4245,668
SKU01346,Product-1346,8237,1718
SKU01347,Product-1347,2993,1034
SKU01348,Product-1348,7767,1386
SKU01349,Product-1349,4417,835
SKU01350,Product-1350,4062,636
SKU01351,Product-1351,1187,1612
SKU01352,Product-1352,8693,1168
SKU01353,Product-1353,1369,1045
SKU01354,Product-1354,3912,786
SKU01355,Product-1355,5010,736
SKU01356,Product-1356,5124,686
SKU01357,Product-1357,8845,1527
SKU01358,Product-1358,1310,478
SKU01359,Product-1359,8807,1589
SKU01360,Product-1360,4690,212
SKU01361,Product-1361,8901,455
SKU01362,Product-1362,2409,1634
SKU01363,Product-1363,220,1536
SKU01364,Product-1364,7472,530
SKU01365,Product-1365,2988,305
SKU01366,Product-1366,2272,1720
SKU01367,Product-1367,491,1778
SKU01368,Product-1368,8582,1449
SKU01369,Product-1369,342,983
SKU01370,Product-1370,169,840
SKU01371,Product-1371,2381,1757
SKU01372,Product-1372,4285,198
SKU01373,Product-1373,4841,1545
SKU01374,Product-1374,236,1817
SKU01375,Product-1375,4895,1084
SKU01376,Product-1376,4748,1463
SKU01377,Product-1377,6760,606
SKU01378,Product-1378,7788,199
SKU01379,Product-1379,5538,1999
SKU01380,Product-1380,8223,1080
SKU01381,Product-1381,9859,668
SKU01382,Product-1382,24,1874
SKU01383,Product-1383,4959,372
SKU01384,Product-1384,6366,1211
SKU01385,Product-1385,1760,298
SKU01386,Product-1386,6430,790
SKU01387,Product-1387,560,976
SKU01388,Product-1388,2374,1939
SKU01389,Product-1389,6496,413
SKU01390,Product-1390,5754,658
SKU01391,Product-1391,5457,1797
SKU01392,Product-1392,9691,55
SKU01393,Product-1393,6092,972
SKU01394,Product-1394,5384,704
SKU01395,Product-1395,5417,1342
SKU01396,Product-1396,6321,943
SKU01397,Product-1397,2820,1054
SKU01398,Product-1398,2195,318
SKU01399,Product-1399,9489,308
SKU01400,Product-1400,9915,1298
SKU01401,Product-1401,8233,1600
SKU01402,Product-1402,4105,1102
SKU01403,Product-1403,2665,1418
SKU01404,Product-1404,6052,511
SKU01405,Product-1405,2338,1179
SKU01406,Product-1406,6176,1673
SKU01407,Product-1407,3243,1297
SKU01408,Product-1408,8904,1636
SKU01409,Product-1409,8979,611
SKU01410,Product-1410,2512,1232
SKU01411,Product-1411,7706,1144
SKU01412,Product-1412,9062,711
SKU01413,Product-1413,3963,1533
SKU01414,Product-1414,8733,137
SKU01415,Product-1415,9591,509
SKU01416,Product-1416,718,359
SKU01417,Product-1417,505,811
SKU01418,Product-1418,110,1143
SKU01419,Product-1419,5613,960
SKU01420,Product-1420,4929,643
SKU01421,Product-1421,107,1061
SKU01422,Product-1422,4210,595
SKU01423,Product-1423,7724,1344
SKU01424,Product-1424,6706,350
SKU01425,Product-1425,8892,1741
SKU01426,Product-1426,2568,1609
SKU01427,Product-1427,7847,293
SKU01428,Product-1428,8453,1676
SKU01429,Product-1429,7075,1404
SKU01430,Product-1430,6531,1889
SKU01431,Product-1431,5147,1363
SKU01432,Product-1432,8831,992
SKU01433,Product-1433,2229,889
SKU01434,Product-1434,1933,439
SKU01435,Product-1435,9158,482
SKU01436,Product-1436,4421,707
SKU01437,Product-1437,8506,584
SKU01438,Product-1438,727,746
SKU01439,Product-1439,9367,481
SKU01440,Product-1440,8191,1198
SKU01441,Product-1441,6039,530
SKU01442,Product-1442,3832,1679
SKU01443,Product-1443,9800,858
SKU01444,Product-1444,3946,180
SKU01445,Product-1445,396,549
SKU01446,Product-1446,440,110
SKU01447,Product-1447,7129,895
SKU01448,Product-1448,6612,192
SKU01449,Product-1449,5274,1464
SKU01450,Product-1450,3080,1597
SKU01451,Product-1451,7439,226
SKU01452,Product-1452,8570,1178
SKU01453,Product-1453,5636,457
SKU01454,Product-1454,598,1925
SKU01455,Product-1455,551,1420
SKU01456,Product-1456,1056,1400
SKU01457,Product-1457,8017,803
SKU01458,Product-1458,1208,1495
SKU01459,Product-1459,1234,302
SKU01460,Product-1460,8334,322
SKU01461,Product-1461,2865,1412
SKU01462,Product-1462,7555,1775
SKU01463,Product-1463,1727,403
SKU01464,Product-1464,5060,1172
SKU01465,Product-1465,9485,498
SKU01466,Product-1466,6721,533
SKU01467,Product-1467,2261,599
SKU01468,Product-1468,8111,223
SKU01469,Product-1469,2657,455
SKU01470,Product-1470,7395,455
SKU01471,Product-1471,365,876
SKU01472,Product-1472,3611,1795
SKU01473,Product-1473,5252,900
SKU01474,Product-1474,168,1518
SKU01475,Product-1475,4674,1672
SKU01476,Product-1476,5974,1020
SKU01477,Product-1477,848,1923
SKU01478,Product-1478,9911,439
SKU01479,Product-1479,2104,626
SKU01480,Product-1480,8523,1613
SKU01481,Product-1481,924,756
SKU01482,Product-1482,8485,1253
SKU01483,Product-1483,293,739
SKU01484,Product-1484,6968,1571
SKU01485,Product-1485,6959,966
SKU01486,Product-1486,9168,779
SKU01487,Product-1487,6781,1565
SKU01488,Product-1488,6516,82
SKU01489,Product-1489,1037,165
SKU01490,Product-1490,2547,721
SKU01491,Product-1491,1993,193
SKU01492,Product-1492,3692,1677
SKU01493,Product-1493,5754,561
SKU01494,Product-1494,659,403
SKU01495,Product-1495,7693,1404
SKU01496,Product-1496,9582,846
SKU01497,Product-1497,3908,634
SKU01498,Product-1498,4326,1547
SKU01499,Product-1499,524,1836
SKU01500,Product-1500,207,1590
SKU01501,Product-1501,9008,123
SKU01502,Product-1502,3237,1441
SKU01503,Product-1503,3252,518
SKU01504,Product-1504,6744,1380
SKU01505,Product-1505,5809,1151
SKU01506,Product-1506,5417,1693
SKU01507,Product-1507,5436,305
SKU01508,Product-1508,1344,210
SKU01509,Product-1509,2673,206
SKU01510,Product-1510,3798,1843
SKU01511,Product-1511,4126,760
SKU01512,Product-1512,7873,1239
SKU01513,Product-1513,9646,192
SKU01514,Product-1514,852,1311
SKU01515,Product-1515,7471,1498
SKU01516,Product-1516,7892,1978
SKU01517,Product-1517,2400,1175
SKU01518,Product-1518,3587,1113
SKU01519,Product-1519,6384,1036
SKU01520,Product-1520,9304,1355
SKU01521,Product-1521,2254,794
SKU01522,Product-1522,8107,480
SKU01523,Product-1523,6389,153
SKU01524,Product-1524,6286,714
SKU01525,Product-1525,3796,1335
SKU01526,Product-1526,9201,736
SKU01527,Product-1527,1538,301
SKU01528,Product-1528,6894,480
SKU01529,Product-1529,536,1087
SKU01530,Product-1530,5760,688
SKU01531,Product-1531,4483,1990
SKU01532,Product-1532,2015,100
SKU01533,Product-1533,2873,346
SKU01534,Product-1534,1,668
SKU01535,Product-1535,956,1089
SKU01536,Product-1536,1638,977
SKU01537,Product-1537,3105,621
SKU01538,Product-1538,8252,696
SKU01539,Product-1539,2001,204
SKU01540,Product-1540,717,1034
SKU01541,Product-1541,5203,675
SKU01542,Product-1542,4378,1094
SKU01543,Product-1543,7319,190
SKU01544,Product-1544,6213,968
SKU01545,Product-1545,7981,366
SKU01546,Product-1546,1493,588
SKU01547,Product-1547,829,1100
SKU01548,Product-1548,4990,1464
SKU01549,Product-1549,4985,1801
SKU01550,Product-1550,3017,1345
SKU01551,Product-1551,6901,387
SKU01552,Product-1552,6601,1284
SKU01553,Product-1553,4521,958
SKU01554,Product-1554,9687,1521
SKU01555,Product-1555,5294,889
SKU01556,Product-1556,9292,1252
SKU01557,Product-1557,1062,993
SKU01558,Product-1558,7898,856
SKU01559,Product-1559,2023,607
SKU01560,Product-1560,99,1489
SKU01561,Product-1561,8830,355
SKU01562,Product-1562,6190,977
SKU01563,Product-1563,4094,606
SKU01564,Product-1564,2860,1307
SKU01565,Product-1565,1256,207
SKU01566,Product-1566,2981,428
SKU01567,Product-1567,7991,412
SKU01568,Product-1568,4214,593
SKU01569,Product-1569,4829,179
SKU01570,Product-1570,9983,1311
SKU01571,Product-1571,7134,512
SKU01572,Product-1572,2770,182
SKU01573,Product-1573,4016,610
SKU01574,Product-1574,1256,252
SKU01575,Product-1575,170,596
SKU01576,Product-1576,7090,1342
SKU01577,Product-1577,306,469
SKU01578,Product-1578,9326,1126
SKU01579,Product-1579,6258,1364
SKU01580,Product-1580,9924,1790
SKU01581,Product-1581,5091,432
SKU01582,Product-1582,567,204
SKU01583,Product-1583,6600,774
SKU01584,Product-1584,5946,1808
SKU01585,Product-1585,6017,704
SKU01586,Product-1586,8199,544
SKU01587,Product-1587,9029,1005
SKU01588,Product-1588,4124,188
SKU01589,Product-1589,9116,390
SKU01590,Product-1590,650,1991
SKU01591,Product-1591,312,1998
SKU01592,Product-1592,6367,1348
SKU01593,Product-1593,142,1841
SKU01594,Product-1594,492,1638
SKU01595,Product-1595,603,1321
SKU01596,Product-1596,426,1575
SKU01597,Product-1597,743,1606
SKU01598,Product-1598,7552,1302
SKU01599,Product-1599,6057,58
SKU01600,Product-1600,3984,76
SKU01601,Product-1601,3242,948
SKU01602,Product-1602,5507,654
SKU01603,Product-1603,8991,1857
SKU01604,Product-1604,4151,85
SKU01605,Product-1605,5638,1930
SKU01606,Product-1606,4461,1979
SKU01607,Product-1607,684,1490
SKU01608,Product-1608,1056,799
SKU01609,Product-1609,2001,1284
SKU01610,Product-1610,7441,1259
SKU01611,Product-1611,5729,1895
SKU01612,Product-1612,5746,1935
SKU01613,Product-1613,3109,521
SKU01614,Product-1614,2942,1963
SKU01615,Product-1615,4163,318
SKU01616,Product-1616,3131,1773
SKU01617,Product-1617,97,374
SKU01618,Product-1618,5662,733
SKU01619,Product-1619,8762,115
SKU01620,Product-1620,2776,993
SKU01621,Product-1621,2673,1525
SKU01622,Product-1622,4558,1437
SKU01623,Product-1623,1893,1913
SKU01624,Product-1624,3289,1748
SKU01625,Product-1625,3125,505
SKU01626,Product-1626,2159,828
SKU01627,Product-1627,9825,1890
SKU01628,Product-1628,1695,1947
SKU01629,Product-1629,8882,548
SKU01630,Product-1630,1334,82
SKU01631,Product-1631,7070,1209
SKU01632,Product-1632,3192,290
SKU01633,Product-1633,962,1542
SKU01634,Product-1634,4868,1539
SKU01635,Product-1635,428,1443
SKU01636,Product-1636,8991,764
SKU01637,Product-1637,2873,460
SKU01638,Product-1638,3512,1565
SKU01639,Product-1639,2953,262
SKU01640,Product-1640,300,747
SKU01641,Product-1641,7127,686
SKU01642,Product-1642,8848,1666
SKU01643,Product-1643,8929,1537
SKU01644,Product-1644,7745,1124
SKU01645,Product-1645,4177,1841
SKU01646,Product-1646,7518,1802
SKU01647,Product-1647,1180,1948
SKU01648,Product-1648,4735,250
SKU01649,Product-1649,3740,86
SKU01650,Product-1650,4382,983
SKU01651,Product-1651,5086,849
SKU01652,Product-1652,5389,1571
SKU01653,Product-1653,6364,1815
SKU01654,Product-1654,8231,1054
SKU01655,Product-1655,8627,1550
SKU01656,Product-1656,2586,1575
SKU01657,Product-1657,9149,657
SKU01658,Product-1658,9676,688
SKU01659,Product-1659,2723,1122
SKU01660,Product-1660,9078,212
SKU01661,Product-1661,6765,1485
SKU01662,Product-1662,593,1892
SKU01663,Product-1663,4257,1050
